N,EQ,NIFMID150,UTIAMC - NIFMID150,       177.43,       177.43,       181.00,       177.00,       177.36,                   225245.81,1260,39,       210.00,       141.57,NIFTY MIDCAP 150
N,EQ,NIFTY1,KOTAK NIFTY ETF,       238.53,       238.53,       242.00,       238.53,       240.56,                  5483125.86,22784,526,       244.75,       180.14,NIFTY 50
N,EQ,NIFTY50ADD,DSPAMC - DSPN50ETF,       227.14,       226.64,       231.29,       226.64,       229.78,                 10379574.93,45190,210,       254.00,       171.51,NIFTY 50 INDEX
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       244.96,       246.10,       248.69,       243.88,       246.96,               1601943511.32,6478348,31068,       251.10,       185.01,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       220.91,       222.46,       224.45,       222.43,       224.05,                   347300.10,1551,38,       257.14,       215.04,NIFTY 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       234.29,       232.00,       237.70,       232.00,       235.90,                  6826757.39,28912,388,       238.98,       176.72,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       243.50,       246.50,       250.80,       243.82,       246.01,                221352398.65,900813,2817,       253.95,       179.20,NIFTY50
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        18.79,        18.80,        19.05,        18.72,        18.87,                  1328168.06,70317,446,        20.50,        13.71,NIFTY 200 QUALITY 30
N,EQ,NPBET,TATAAML - NPBET,       240.00,       240.00,       242.60,       240.00,       240.97,                   279602.64,1157,34,       267.00,       202.06,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,       137.61,       137.19,       139.90,       137.11,       139.32,                  1926117.34,13893,379,       146.58,        97.80,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       137.76,       140.20,       140.20,       137.07,       139.15,                  1715090.34,12338,253,       146.60,        99.35,NIFTY50 VALUE 20
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        13.39,        13.39,        13.65,        13.39,        13.47,                 12713915.92,938711,1970,       141.30,        13.05,NIFTY50 VALUE 20
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        19.11,        19.50,        19.50,        19.00,        19.27,                 60993054.13,3162611,6933,        20.80,        11.89,NIFTY PHARMA INDEX
N,EQ,PSUBANK,KOTAK PSU BANK,       680.03,       687.97,       700.00,       680.11,       692.54,                  8155159.86,11780,636,       737.40,       350.00,NIFTY PSU BANK INDEX
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        68.34,        68.80,        70.41,        67.83,        69.07,                 45787738.80,662803,584,        78.00,        43.92,NIFTY PSU BANK INDEX
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        75.77,        76.00,        78.18,        75.76,        77.54,                270353440.83,3486406,7058,        82.20,        39.10,NIFTY PSU BANK INDEX
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        68.55,        69.54,        70.80,        68.56,        70.48,                 25700293.97,365817,1216,        77.94,        35.34,NIFTY PSU BANK INDEX
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        23.34,        22.65,        23.66,        22.65,        23.55,                 12284401.19,521045,1350,       251.10,        22.65,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        23.43,        23.56,        23.74,        23.48,        23.54,                   850218.21,35925,156,        28.06,        21.75,NIFTY PRIVATE BANK INDEX
N,EQ,QGOLDHALF,QUANTUM GOLD FUND,        55.94,        57.60,        57.60,        55.94,        56.25,                  8379903.85,149078,206,        57.60,        43.65,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,      2370.67,      2370.00,      2406.01,      2370.00,      2383.99,                  7976799.97,3345,52,      2466.99,      1773.80,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,       186.21,       185.01,       189.00,       185.01,       188.64,                  9683462.96,51316,39,       195.67,       156.80,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       101.59,       102.69,       103.64,       101.69,       103.47,                  5288152.60,51476,153,       110.00,        71.00,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       368.29,       369.41,       374.98,       367.00,       371.15,                  5534585.65,14906,609,       412.80,       276.25,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       236.73,       239.98,       239.98,       234.90,       237.93,                 10452942.72,43715,160,       260.00,       199.37,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       196.37,       197.00,       197.99,       195.40,       196.59,                   920401.86,4668,58,       206.33,       142.85,NIFTY 200 QUALITY 30 INDEX
N,EQ,SDL24BEES,NIPPON INDIA- NIMFXX,       120.08,       123.70,       123.70,       119.80,       120.00,                   258188.45,2150,47,       123.70,       111.51,NIFTY CPSE BOND PLUS SDL SEP 2024 50:50 INDEX
N,EQ,SDL26BEES,RELCAPAMC-NETFSDL26,       119.66,       119.67,       119.84,       119.34,       119.65,                   181276.39,1514,13,       122.85,       108.85,NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT
N,EQ,SENSEXADD,DSPAMC - DSPSENXETF,        72.84,        73.64,        74.62,        73.50,        73.52,                   368371.28,5000,53,        83.00,        63.03,S&P BSE SENSEX INDEX
N,EQ,SENSEXETF,MIRAEAMC - SENSEXETF,        73.44,        73.20,        74.37,        72.21,        73.76,                   670966.93,9119,120,        82.00,        62.27,S&P BSE SENSEX
N,EQ,SENSEXIETF,ICICI PRUD SENSEX ETF,       817.07,       817.81,       829.59,       817.81,       825.62,                  3889060.88,4712,187,       949.00,       626.07,SENSEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       227.34,       228.01,       228.65,       228.01,       228.28,                  1429200.64,6255,36,       234.60,       208.10,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,        57.93,        59.28,        59.28,        57.94,        58.38,                 63566275.78,1091341,2013,        59.28,        49.11,GOLD
N,EQ,SETFNIF50,SBI-ETF NIFTY 50,       231.47,       232.29,       235.10,       231.56,       233.54,                128676093.14,550249,3638,       242.00,       175.06,NIFTY 50
N,EQ,SETFNIFBK,SBI-ETF NIFTY BANK,       473.18,       474.23,       478.32,       474.23,       476.55,                 25478724.13,53493,455,       493.30,       393.74,NIFTY BANK
N,EQ,SETFNN50,SBI-ETF NIFTY NEXT 50,       631.80,       631.81,       641.12,       631.81,       636.99,                  7887169.74,12388,702,       651.00,       385.13,NIFTY NEXT 50
N,EQ,SHARIABEES,NIP IND ETF SHARIAH BEES,       485.06,       485.11,       493.64,       481.10,       491.30,                   963799.64,1963,162,       535.70,       380.00,SHARIAH INDEX
N,EQ,SILVER,BIRLASLAMC - SILVER,        75.08,        75.12,        75.58,        74.90,        75.08,                  5416856.92,72089,411,        78.99,        57.81,SILVER
N,EQ,SILVERADD,DSPAMC - DSPSILVETF,        72.41,        72.70,        73.15,        72.50,        72.50,                   176411.05,2430,25,        78.80,        66.20,SILVER
N,EQ,SILVERBEES,NIPPONAMC - NETFSILVER,        72.34,        72.42,        72.81,        72.26,        72.42,                181162340.94,2496483,4964,        76.27,        66.10,SILVER
N,EQ,SILVERETF,UTIAMC - SILVERETF,        73.43,        73.83,        74.40,        73.65,        74.24,                  2905452.35,39174,286,        89.37,        66.60,SILVER
N,EQ,SILVERIETF,ICICIPRAMC - ICICISILVE,        75.11,        75.30,        75.68,        75.16,        75.48,                 21794962.88,288956,895,        79.41,        68.01,SILVER
N,EQ,SILVRETF,MIRAEAMC - MASILVER,        73.73,        73.60,        74.10,        73.60,        74.00,                   211938.80,2879,24,        77.83,        67.01,SILVER
N,EQ,SMALLCAP,MIRAEAMC - SMALLCAP,        42.80,        43.39,        43.66,        42.85,        42.91,                 35762315.27,830645,1749,        47.00,        39.24,NIFTY SMLCAP250 MOMENTUM QLTY100 TOTAL RETRN INDEX
N,EQ,TATAGOLD,TATAAML-TATAGOLD,         6.59,         6.60,         6.66,         6.60,         6.64,                  5484713.10,825608,3662,         8.50,         6.00,GOLD
N,EQ,TATSILV,TATAAML-TATSILV,         7.33,         7.33,         7.45,         7.33,         7.35,                  1649923.57,224149,736,         9.17,         6.74,SILVER
N,EQ,TECH,BIRLASLAMC - TECH,        36.15,        36.57,        37.17,        36.06,        36.94,                  1905445.04,52226,333,        40.44,        26.63,NIFTY IT TRI
N,EQ,TNIDETF,TATAAML - TNIDETF,        78.70,        78.71,        79.54,        78.30,        79.07,                  1183387.81,14973,315,        81.30,        50.60,NIFTY INDIA DIGITAL INDEX
N,EQ,UTIBANKETF,UTIAMC - UTIBANKETF,        47.39,        47.75,        48.10,        47.00,        47.90,                  1498143.57,31248,541,        49.70,        39.63,NIFTY BANK INDEX
N,EQ,UTINEXT50,UTIAMC - UTINEXT50,        63.51,        63.51,        64.49,        63.26,        64.30,                  7572567.45,118455,211,        65.54,        38.44,NIFTY NEXT 50
N,EQ,UTINIFTETF,UTIAMC - UTINIFTETF,       238.13,       239.08,       242.04,       239.00,       240.70,                  7947300.25,33122,125,      2168.80,       202.55,NIFTY 50
N,EQ,UTISENSETF,UTIAMC - UTISENSETF,       784.69,       783.00,       799.81,       783.00,       795.36,                  6229662.88,7846,103,       814.80,       568.90,SENSEX
N,EQ,UTISXN50,UTIAMC - UTISXN50,        74.01,        74.00,        75.15,        73.00,        74.30,                    57646.79,776,41,        84.00,        46.43,BSE SENSEX NEXT 50
